Genome Name,,Amikacin,Tobramycin,Gentamycin,Imipenem,Meropenam,Doripenem,Ciprofloxacin,Levofloxacin,Piperacillin/tazobactam,Ticarcillin/clavulanic acid,Cefotaxime,Ceftriaxone,Ceftazidime,Cefepime,Trimethoprim/sulfamethoxazole,Ampicillin/sulbactam,Colistin,polymyxin B,Tetracycline,Doxicycline ,Minocycline
Acinetobacter baumannii strain MRSN7558,,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7560,,Susceptible,NA,Resistant,NA,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,Susceptible,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7563,,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7565,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7566,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7567,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7568,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,NA,NA,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7569,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7570,,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7571,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7576,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7577,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7578,,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,Resistant,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7579,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7580,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,Susceptible,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7582,,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,Resistant,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7586,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7588,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7590,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7591,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7593,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7594,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7597,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7598,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,NA,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7599,,Susceptible,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,Resistant,Susceptible,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7604,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,NA,NA,NA
Acinetobacter baumannii strain MRSN7605,,Susceptible,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,NA,NA,NA
Acinetobacter baumannii strain MRSN7607,,Susceptible,Susceptible,NA,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7610,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7611,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7612,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7617,,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7619,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7626,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7627,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7628,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7629,,Susceptible,Susceptible,Resistant,NA,Susceptible,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7631,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7636,,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,Resistant,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7639,,Resistant,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7640,,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7642,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7643,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7644,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7646,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7647,,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7648,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7649,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7653,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7654,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7658,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7659,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,Susceptible,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7660,,Susceptible,NA,Resistant,NA,Susceptible,NA,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7662,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7667,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7668,,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7669,,Resistant,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7670,,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,NA,NA,NA
Acinetobacter baumannii strain MRSN7671,,Resistant,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7672,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,Susceptible,NA,Resistant,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7673,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7674,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7675,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7676,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7677,,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7678,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7679,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7683,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7684,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7686,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7689,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,NA,NA,NA
Acinetobacter baumannii strain MRSN7690,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,NA,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7693,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7694,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7695,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7697,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7698,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7699,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7701,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7703,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7706,,Resistant,Susceptible,Susceptible,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7707,,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7710,,Resistant,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7711,,Resistant,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7712,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7713,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7714,,Resistant,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7716,,Susceptible,Resistant,Resistant,NA,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7717,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7718,,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7720,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Resistant,NA,NA,NA,NA,Susceptible,Susceptible,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7722,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7723,,Resistant,Resistant,Resistant,Susceptible,Susceptible,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7724,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7726,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7730,,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,NA,NA
Acinetobacter baumannii strain MRSN7745,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Susceptible,NA,Susceptible,Susceptible,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7748,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7749,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7751,,Resistant,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7752,,Susceptible,Susceptible,Susceptible,Susceptible,NA,NA,Resistant,NA,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7753,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7756,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7759,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7760,,Susceptible,Susceptible,Resistant,Susceptible,NA,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7761,,Resistant,NA,Resistant,Susceptible,NA,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7767,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7768,,Susceptible,Susceptible,Resistant,Susceptible,NA,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7769,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7776,,Resistant,Resistant,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,NA,NA,NA
Acinetobacter baumannii strain MRSN7777,,Susceptible,Susceptible,Resistant,Resistant,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7779,,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7780,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7787,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7790,,Susceptible,Susceptible,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7791,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7792,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Susceptible,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7794,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,NA,NA,NA
Acinetobacter baumannii strain MRSN7797,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7798,,Susceptible,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7799,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,NA,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7805,,Susceptible,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,NA,NA,NA
Acinetobacter baumannii strain MRSN7806,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
Acinetobacter baumannii strain MRSN7807,,Resistant,NA,Resistant,Susceptible,NA,Susceptible,Resistant,Susceptible,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Resistant,NA,NA,Susceptible,NA,NA
Acinetobacter baumannii strain MRSN7811,,Resistant,Resistant,Resistant,Susceptible,NA,NA,Resistant,Resistant,NA,NA,Resistant,Resistant,Resistant,NA,Resistant,Susceptible,NA,NA,Resistant,NA,NA
